Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0001983	Mitochondrial carnitine/acylcarnitine carrier protein (31)	Carnitine-acylcarnitine carrier protein, putative (22)	Mitochondrial carrier protein (3)	Mitochondrial carnitine/acylcarnitine carrier protein-like protein (3)						
OG0001984	F-box containing protein, putative (30)	F-box domain-containing protein (25)	F-box only protein 28-like protein (4)							
OG0001985	None									
OG0001986	Zinc finger C3H1 domain-containing protein (46)									
OG0001987	Ras-related protein Rab-1A-like protein (58)									
OG0001988	TANK-binding kinase 1 coiled-coil domain-containing protein (59)									
OG0001989	TLC domain-containing protein (27)	Longevity assurance factor, putative (21)	Ceramide synthase 1-like protein (9)	Ceramide synthase 1 (2)						
OG0001990	Phosphatase inhibitor 2-like protein (43)	Protein phosphatase inhibitor 2 (12)	Protein phosphatase inhibitor 2-like protein (3)	Phosphatase inhibitor 2-like protein (Protein phosphatase inhibitor 2) (1)						
OG0001991	FTS and Hook-interacting protein-like (59)									
OG0001992	None									
OG0001993	None									
OG0001994	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase (POMGnT1)  (36)	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (11)	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (GNT-I) (GlcNAc-T I)  (10)	ILEI/PANDER domain-containing protein (1)						
OG0001995	U6 snRNA-associated Sm-like protein LSm2 (58)									
OG0001996	DNA topoisomerase  (46)	DNA topoisomerase I  (12)								
OG0001997	Tetratricopeptide SHNi-TPR domain-containing protein (46)	Protein HGV2-like protein (12)								
OG0001998	Zinc finger CCCH domain-containing protein 18-like protein (58)									
OG0001999	Exocyst complex component sec3, putative (43)	Exocyst complex component Sec3 PIP2-binding N-terminal domain-containing protein (15)								
OG0002000	Solute carrier family 12 member 9-like (48)	Amino acid permease/ SLC12A domain-containing protein (10)								
OG0002001	Serine/threonine-protein phosphatase  (58)									
OG0002002	Glycogen debranching enzyme  (55)	Homeobox domain-containing protein (3)								
OG0002003	ABC transporter domain-containing protein (56)	ATP-binding cassette sub-family G member 8-like (2)								
OG0002004	WASH complex subunit 7 (58)									
OG0002005	type I protein arginine methyltransferase  (58)									
OG0002006	None									
OG0002007	Clustered mitochondria protein homolog (55)	KIAA0664-like protein (3)								
OG0002008	DNA-directed RNA polymerase  (58)									
OG0002009	Thyrotropin-releasing hormone receptor (Thyroliberin receptor) (58)									
OG0002010	Vacuolar protein sorting-associated protein 54 (58)									
OG0002011	Symplekin (58)									
OG0002012	non-specific serine/threonine protein kinase  (52)	Eukaryotic translation initiation factor 2 alpha kinase 4 (5)	Eukaryotic translation initiation factor 2-alpha kinase 4-like isoform X2 (1)							
OG0002013	Rad4 beta-hairpin domain-containing protein (23)	DNA repair protein xp-C / rad4, putative (DNA repair protein xp-C / rad4, putative (Fragment)) (22)	Small integral membrane protein 15 (10)	DNA repair protein Rad4-like protein (3)						
OG0002014	VAMP-7, putative (58)									
OG0002015	None									
OG0002016	Fumarylacetoacetase  (50)	E3 ubiquitin-protein ligase AMFR-like (7)	RING-type domain-containing protein (1)							
OG0002017	E3 ubiquitin-protein ligase listerin  (57)									
OG0002018	Transcription factor Sp4-like protein (51)	Transcription factor Sp4 (7)								
OG0002019	Short-chain alcohol dehydrogenase, putative  (52)	3-hydroxyacyl-CoA dehydrogenase-like protein (6)								
OG0002020	Contactin-5-like (58)									
OG0002021	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2) (46)	Delta(3:5)-Delta(2:4)-dienoyl-CoA isomerase-like isoform X3 (7)	Enoyl-CoA hydratase/isomerase domain-containing protein (5)							
OG0002022	E3 ubiquitin-protein ligase CHFR (55)	RING-type domain-containing protein (3)								
OG0002023	Protein AF-10-like isoform X1 (57)	PHD-type domain-containing protein (1)								
OG0002024	Integrator complex subunit 7 (57)									
OG0002025	Methanethiol oxidase (50)	Selenium-binding protein 1-like (8)								
OG0002026	Nudix hydrolase domain-containing protein (58)									
OG0002027	glutamine--tRNA ligase  (58)									
OG0002028	Peptidase M1 leukotriene A4 hydrolase/aminopeptidase C-terminal domain-containing protein (28)	Protease, putative  (17)	Leukotriene A-4 hydrolase, variant 2 (7)	Peptidase M1 membrane alanine aminopeptidase domain-containing protein (5)	Leukotriene A-4 hydrolase (1)					
OG0002029	RNA helicase  (58)									
OG0002030	Guanylate kinase, putative  (47)	MAGUK p55 subfamily member 5-like protein (11)								
OG0002031	Neutral ceramidase  (58)									
OG0002032	C2H2-type domain-containing protein (34)	Zinc-finger double domain containing protein (24)								
OG0002033	Espin (34)	Espin-like protein (24)								
OG0002034	Membrane anchoring protein efr3a (58)									
OG0002035	None									
OG0002036	Elongation factor 2-like (37)	Elongation factor 2-like protein (21)								
OG0002037	None									
OG0002038	Kinesin, putative (37)	Kinesin-like protein (12)	Kinesin-1 heavy chain (6)	Kinesin motor domain-containing protein (2)	Kinesin heavy chain-like protein (1)					
OG0002039	Heat shock protein, putative  (58)									
OG0002040	Cwf21 domain containing protein (58)									
OG0002041	None									
OG0002042	Store-operated calcium entry-associated regulatory factor (Transmembrane protein 66) (58)									
OG0002043	None									
OG0002044	protein kinase C  (58)									
OG0002045	Zinc finger protein, putative (45)	C2H2-type domain-containing protein (13)								
OG0002046	Protein kinase domain-containing protein (30)	non-specific serine/threonine protein kinase  (28)								
OG0002047	peptidylprolyl isomerase  (58)									
OG0002048	Small ribosomal subunit protein uS5 (40S ribosomal protein S2) (56)	S5 DRBM domain-containing protein (1)	Ribosomal protein S5 C-terminal domain-containing protein (1)							
OG0002049	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase  (49)	3-phosphoinositide-dependent protein kinase 1  (4)	Sterile alpha and TIR motif-containing protein 1-like protein (2)	SAM domain-containing protein (1)	Sterile alpha and TIR motif-containing protein 1-like (1)	TIR domain-containing protein (1)				
OG0002050	FHA domain-containing protein (51)	Sarcolemmal membrane-associated protein (6)								
OG0002051	Secreted salivary gland peptide, putative  (24)	Salivary phospholipase A2, putative (Salivary phospholipase A2, putative (Fragment)) (18)	Group XIIA secretory phospholipase A2-like protein (16)							
OG0002052	Polycomb protein Sfmbt-like protein (50)	MBT domain-containing protein 1 (6)	Polycomb protein Sfmbt (1)	Polycomb protein Sfmbt-like isoform X2 (1)						
OG0002053	SWIM-type domain-containing protein (58)									
OG0002054	None									
OG0002055	Phospholipase D3-like protein (52)	PLD phosphodiesterase domain-containing protein (6)								
OG0002056	Tyrosine--tRNA ligase  (41)	tyrosine--tRNA ligase  (16)								
OG0002057	None									
OG0002058	Minichromosome loss protein Mcl1 middle region domain-containing protein (39)	WD repeat and HMG-box DNA-binding protein 1-like protein (11)								
OG0002059	Transport system membrane protein, putative (Transport system membrane protein, putative (Fragment)) (31)	Protein Malvolio-like protein (12)	Natural resistance-associated macrophage protein (9)	Protein Malvolio-like (4)	Protein Malvolio (2)					
OG0002060	Timeless-like protein (58)									
OG0002061	Sphingosine kinase, putative  (26)	DAGKc domain-containing protein (25)	Sphingosine kinase 1-like (7)							
OG0002062	Glutamate-gated chloride channel, putative (Glutamate-gated chloride channel, putative (Fragment)) (24)	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein (18)	Glycine receptor subunit alphaZ1-like protein (12)	Cys-loop ligand gated ion channel-like protein (4)						
OG0002063	None									
OG0002064	Condensin complex subunit 2 (58)									
OG0002065	PKD/REJ-like domain-containing protein (58)									
OG0002066	Phospholipase  (57)	phospholipase D  (1)								
OG0002067	Protein sleepless (32)	Protein quiver (Protein sleepless) (26)								
OG0002068	Tyrosine kinase, putative  (46)	CRIB domain-containing protein (10)	Protein-tyrosine kinase 2-beta-like protein (1)							
OG0002069	7 transmembrane receptor, putative  (32)	7 transmembrane receptor-like (21)	G-protein coupled receptors family 1 profile domain-containing protein (5)							
OG0002070	Calcium channel flower (49)	Calcium channel flower-like protein (9)								
OG0002071	DNA polymerase  (57)	DNA-directed DNA polymerase  (1)								
OG0002072	Branched-chain-amino-acid aminotransferase  (37)	branched-chain-amino-acid transaminase  (21)								
OG0002073	Thymidine kinase, putative  (43)	Deoxycytidine metabolic process (9)	Deoxynucleoside kinase domain-containing protein (4)	Thymidine kinase 2-like protein (2)						
OG0002074	Metalloprotease, putative  (27)	ADAM 17 protease-like (17)	ADAM 17-like protease (8)	ADAM 17-like protease-like protein (3)	Adam 17-like protein protease-like protein (Disintegrin and metalloproteinase domain-containing protein 17) (2)	ADAM 17-like protein protease-like protein (1)				
OG0002075	Zinc-finger associated domain (Zf-AD) (57)	C2H2-type domain-containing protein (1)								
OG0002076	Condensin complex subunit 1 (56)	Ncapd2p (1)								
OG0002077	None									
OG0002078	None									
OG0002079	None									
OG0002080	Exocyst complex component (50)	Exocyst complex component 6B (7)								
OG0002081	C2H2-type domain-containing protein (56)									
OG0002082	None									
OG0002083	None									
OG0002084	B-related factor 1 (57)									
OG0002085	DNA replication licensing factor MCM6  (56)	DNA helicase  (1)								
OG0002086	HECT-type E3 ubiquitin transferase  (57)									
OG0002087	None									
OG0002088	Polyphosphoinositide phosphatase-like protein (56)	SAC domain-containing protein (1)								
OG0002089	3-hydroxyacyl-CoA dehydrogenase, putative  (28)	3-hydroxyacyl-CoA dehydrogenase (25)	Hydroxyacyl-coenzyme A dehydrogenase-like protein (3)	3-hydroxyacyl-CoA dehydrogenase NAD binding domain-containing protein (1)						
OG0002090	VPS9 domain-containing protein (57)									
OG0002091	PIN domain-containing protein (57)									
OG0002092	Sarcoplasmic calcium-binding proteins i (Sre1 cleavage activating protein, Scap scp1) (56)	Sarcoplasmic calcium-binding proteins I, III, and IV-like protein (1)								
OG0002093	Cyclic AMP-responsive element-binding protein 1 (Pkid domain containing protein) (57)									
OG0002094	None									
OG0002095	BCL2-associated athanogene 6 (57)									
OG0002096	Sin3b, putative (Sin3b, putative (Fragment)) (57)									
OG0002097	Splicing factor 3B subunit 3 (Splicing factor 3B subunit 3-like protein) (57)									
OG0002098	Nuclear receptor subfamily 4 group A member 2 (24)	Retinoid X receptor, putative (Retinoid X receptor, putative (Fragment)) (23)	Putative nuclear hormone receptor HR38-like (5)	Nuclear hormone receptor HR38 (2)	Nuclear receptor subfamily 4 group A member 2-like protein (2)	Nuclear receptor domain-containing protein (1)				
OG0002099	Exocyst complex component 3 (57)									
OG0002100	Stromal antigen, putative (57)									
OG0002101	Elongation factor 1-alpha (56)	Elongation factor 1-alpha 1-like (1)								
OG0002102	None									
OG0002103	None									
OG0002104	DNA-binding protein inhibitor, putative (44)	BHLH domain-containing protein (10)	DNA-binding protein inhibitor ID-2-like protein (3)							
OG0002105	None									
OG0002106	threonine--tRNA ligase  (57)									
OG0002107	None									
OG0002108	Zinc finger, C2H2 type, putative (Zinc finger, C2H2 type, putative (Fragment)) (57)									
OG0002109	Anterior pharynx defective, putative (38)	Gamma-secretase subunit Aph-1 (13)	Aph1ap (6)							
OG0002110	Homogentisate 1,2-dioxygenase  (57)									
OG0002111	Ubiquitin carboxyl-terminal hydrolase MINDY  (57)									
OG0002112	Ubiquitin conjugation factor E4 B, putative (Ubiquitin conjugation factor E4 B, putative (Fragment)) (37)	Ubiquitin conjugation factor E4 B-like isoform X2 (6)	Ubiquitin conjugation factor E4 B-like protein (4)	Ubiquitin conjugation factor E4 B-like (4)	U-box domain-containing protein (4)	Ubiquitin conjugation factor E4 B (2)				
OG0002113	None									
OG0002114	FGGY carbohydrate kinase domain-containing protein-like (42)	glycerol kinase  (15)								
OG0002115	C3H1-type domain-containing protein (55)	RNA-binding protein 26-like protein (2)								
OG0002116	Aconitate hydratase, mitochondrial (Aconitase)  (34)	Aconitase, putative (21)	Isopropylmalate dehydrogenase-like domain-containing protein (1)	aconitate hydratase  (1)						
OG0002117	Acinus, putative (Acinus, putative (Fragment)) (38)	HeH/LEM domain-containing protein (14)	Apoptotic chromatin condensation inducer in the nucleus-like protein (4)							
OG0002118	Tyrosine aminotransferase (TAT)  (56)	Tyrosine aminotransferase  (1)								
OG0002119	Transcription elongation factor SPT5 (43)	DRB sensitivity-inducing factor large subunit (10)	Transcription elongation factor SPT5-like protein (2)	RING-type E3 ubiquitin transferase  (1)	NusG-like N-terminal domain-containing protein (1)					
OG0002120	phosphoenolpyruvate carboxykinase (GTP)  (29)	Phosphoenolpyruvate carboxykinase, putative  (28)								
OG0002121	E3 ubiquitin protein ligase  (57)									
OG0002122	None									
OG0002123	None									
OG0002124	N-acetyltransferase domain-containing protein (33)	histone acetyltransferase  (12)	Histone acetyltransferase (10)	Histone acetyltransferase KAT2B (1)						
OG0002125	SCF ubiquitin ligase complex, putative (57)									
OG0002126	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase (51)	N-acetyllactosaminide beta-1 (6)								
OG0002127	LsmAD domain-containing protein (49)	Ataxin 2-like (8)								
OG0002128	Sterol regulatory element-binding protein cleavage-activating protein (57)									
OG0002129	Glutaminyl-peptide cyclotransferase  (31)	glutaminyl-peptide cyclotransferase  (26)								
